Time,enc_1,enc_2,Trails,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-08-01 11:29:47.068,-62.136,99.79199,0,1.294782,-1.287249,,,,,,,,,
2024-08-01 11:29:47.074,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.093,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.101,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.109,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.114,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.120,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.125,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.130,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.134,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.140,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.143,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.149,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.153,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.158,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.163,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.168,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.174,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.178,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.183,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.188,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.191,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.196,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.200,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.204,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.209,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.214,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.217,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.223,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.227,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.231,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.236,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.241,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.245,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.250,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.255,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.259,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.264,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.269,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.273,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.277,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.283,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.288,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.292,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.296,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.301,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.305,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.310,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.313,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.318,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.322,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.326,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.330,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.335,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.341,-66.81599,109.476,0,1.006834,-0.7353597,,,,,,,,,
2024-08-01 11:29:47.345,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.350,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.355,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.361,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.366,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.369,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.374,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.378,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.382,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.388,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.391,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.396,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.401,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.405,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.409,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.413,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.418,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.423,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.427,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.432,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.437,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.441,-66.78,109.476,0,1.001407,-0.7357196,,,,,,,,,
2024-08-01 11:29:47.445,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.451,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.455,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.460,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.464,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.469,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.473,-66.744,109.476,0,0.9959774,-0.7360785,,,,,,,,,
2024-08-01 11:29:47.478,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.482,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.487,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.491,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.495,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.500,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.505,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.510,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.515,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.520,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.524,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.528,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.533,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.537,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.542,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.546,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.551,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.557,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.561,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.565,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.570,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.574,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.579,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.583,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.588,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.593,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.597,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.603,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.607,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.611,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.617,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.621,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.625,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.629,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.634,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.641,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.645,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.651,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.657,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.662,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.667,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.671,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.676,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.680,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.684,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.689,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.693,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.696,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.702,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.706,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.709,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.714,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.719,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.723,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.728,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.733,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.737,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.741,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.746,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.751,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.756,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.760,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.764,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.769,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.773,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.778,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.784,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.789,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.792,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.797,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
2024-08-01 11:29:47.801,-66.744,109.44,0,0.9996724,-0.7380264,,,,,,,,,
