Time,enc_1,enc_2,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-07-22 16:01:30.324,-41.688,51.372,3.306303,-3.290974,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.343,0,0,0,-4.368,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.352,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.363,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.367,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.371,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.375,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.378,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.381,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.385,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
2024-07-22 16:01:30.390,-48.996,60.3,3.710535,-2.90513,3.306303;,-3.290974;,3.278318;,-3.325827;,0.3;,1.278318;,-3.325827;,0.3;,1
