Time,enc_1,enc_2,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-07-24 13:14:18.265,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.287,0,0,0,-4.368,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.300,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.310,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.313,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.318,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.322,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.325,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.329,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.332,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.337,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.342,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.347,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.352,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.357,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.360,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.366,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.371,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.375,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.380,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.384,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.389,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.394,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.399,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.405,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.410,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.415,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.419,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.423,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.426,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.431,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.436,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.440,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.444,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
2024-07-24 13:14:18.448,-84.492,120.204,2.291353,0.1041581,2.291353;,0.1041581;,2.29583;,0.1316576;,0.3;,4.027881;,1.131658;,0.3;,1
