Time,enc_1,enc_2,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-07-23 16:45:21.243,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.268,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.279,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.287,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.293,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.297,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.303,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.307,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.312,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.317,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.322,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.327,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.332,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.337,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.342,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.348,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.351,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.356,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.362,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.366,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.371,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.375,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.380,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.384,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.389,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.394,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.397,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.402,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.407,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.411,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.415,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.421,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.425,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.430,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.433,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.438,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.443,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.446,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
2024-07-23 16:45:21.451,-96.3,129.132,2.613851,0.7968121,2.279116;,0.8529873;,2.568906;,0.8065481;,0.3;,,,,0
