Time,enc_1,enc_2,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-07-25 09:14:05.627,-84.816,120.06,2.348281,0.1049821,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.658,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.668,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.676,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.679,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.684,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.690,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.695,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.700,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.705,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.709,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.714,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.720,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.726,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.731,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.736,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.742,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.746,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.751,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.757,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.762,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.768,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.773,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.777,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.783,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.788,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.793,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.799,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.803,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.808,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.813,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.818,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.823,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.828,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.833,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.837,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.842,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.846,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.850,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.855,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
2024-07-25 09:14:05.860,0.3600006,0.03600311,-0.09927683,-4.367812,2.348281;,0.1049821;,2.341258;,0.1449822;,0.3;,3.341258;,1.877033;,0.3;,1
