Time,enc_1,enc_2,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-07-23 15:27:20.757,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.782,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.794,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.803,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.809,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.816,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.822,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.827,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.832,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.839,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.845,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.850,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.855,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.862,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.868,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.875,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.881,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.887,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.892,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.897,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.902,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.907,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.912,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.918,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.923,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.929,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.935,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
2024-07-23 15:27:20.939,-93.312,123.156,3.0009,0.4651839,3.0009;,0.4651839;,3.01075;,0.4909743;,0.3;,2.010749;,2.223025;,0.3;,1
