Time,PlayerX,PlayerY,EnemyX,EnemyY,BallX,BallY,PlayerScore,EnemyScore
04-10-2024 16:09:07,0,0,-6,4.34,0,0,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0,0,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.03,0.03,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.06,0.06,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.06,0.06,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.06,0.06,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.06,0.06,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.09,0.09,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.09,0.09,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.09,0.09,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.09,0.09,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.09,0.09,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.12,0.12,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.12,0.12,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.12,0.12,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.12,0.12,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.15,0.15,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.15,0.15,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.15,0.15,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.18,0.18,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.18,0.18,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.18,0.18,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.18,0.18,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.18,0.18,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.21,0.21,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.21,0.21,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.21,0.21,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.21,0.21,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.24,0.24,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.24,0.24,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.24,0.24,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.27,0.27,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.27,0.27,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.27,0.27,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.27,0.27,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.3,0.3,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.3,0.3,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.3,0.3,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.3,0.3,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.33,0.33,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.33,0.33,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.33,0.33,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.33,0.33,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.36,0.36,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.36,0.36,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.36,0.36,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.36,0.36,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.39,0.39,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.39,0.39,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.39,0.39,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.39,0.39,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.39,0.39,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.42,0.42,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.42,0.42,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.42,0.42,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.42,0.42,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.45,0.45,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.45,0.45,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.45,0.45,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.45,0.45,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.45,0.45,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.48,0.48,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.48,0.48,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.48,0.48,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.48,0.48,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.51,0.51,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.51,0.51,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.51,0.51,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.51,0.51,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.51,0.51,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.54,0.54,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.54,0.54,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.54,0.54,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.54,0.54,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5699999,0.5699999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5699999,0.5699999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5699999,0.5699999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5699999,0.5699999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5699999,0.5699999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5999999,0.5999999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5999999,0.5999999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5999999,0.5999999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.5999999,0.5999999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6299999,0.6299999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6299999,0.6299999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6299999,0.6299999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6299999,0.6299999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6599998,0.6599998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6599998,0.6599998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6599998,0.6599998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6599998,0.6599998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6599998,0.6599998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6899998,0.6899998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6899998,0.6899998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6899998,0.6899998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.6899998,0.6899998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7199998,0.7199998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7199998,0.7199998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7199998,0.7199998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7199998,0.7199998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7499998,0.7499998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7499998,0.7499998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7499998,0.7499998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7499998,0.7499998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7499998,0.7499998,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7799997,0.7799997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7799997,0.7799997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7799997,0.7799997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.7799997,0.7799997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8099997,0.8099997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8099997,0.8099997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8099997,0.8099997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8399997,0.8399997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8399997,0.8399997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8399997,0.8399997,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8699996,0.8699996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8699996,0.8699996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8699996,0.8699996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8699996,0.8699996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8999996,0.8999996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8999996,0.8999996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8999996,0.8999996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.8999996,0.8999996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9299996,0.9299996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9299996,0.9299996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9299996,0.9299996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9299996,0.9299996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9599996,0.9599996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9599996,0.9599996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9599996,0.9599996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9599996,0.9599996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9599996,0.9599996,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9899995,0.9899995,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9899995,0.9899995,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9899995,0.9899995,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,0.9899995,0.9899995,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.02,1.02,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.02,1.02,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.02,1.02,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.02,1.02,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.049999,1.049999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.049999,1.049999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.049999,1.049999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.049999,1.049999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.049999,1.049999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.079999,1.079999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.079999,1.079999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.079999,1.079999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.079999,1.079999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.109999,1.109999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.109999,1.109999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.109999,1.109999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.109999,1.109999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.109999,1.109999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.139999,1.139999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.139999,1.139999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.139999,1.139999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.139999,1.139999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.139999,1.139999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.169999,1.169999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.169999,1.169999,0,0
04-10-2024 16:09:07,6.25,-3.143854,-6,4.34,1.169999,1.169999,0,0
